Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
11565,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.7103,5021892.698,-75.70057,45.33418,2017-11-29,2:49:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11566,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.7136,5021890.834,-75.70056,45.33417,2017-12-06,8:37:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11567,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367457.707,5021892.172,-75.70058,45.33418,2017-12-14,4:05:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,04 - Sideswipe,Industrial Park
11568,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.7136,5021890.166,-75.70056,45.33416,2017-11-26,1:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11569,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367460.1304,5021892.213,-75.70055,45.33418,2017-01-14,5:47:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
11570,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.1639,5021890.41,-75.70058,45.33416,2017-01-21,4:00:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11571,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.3759,5021890.834,-75.70058,45.33417,2017-02-20,7:33:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Industrial Park
11572,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.0448,5021891.503,-75.70057,45.33417,2017-03-09,12:47:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
11573,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.0448,5021892.841,-75.70057,45.33419,2017-04-11,10:18:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Industrial Park
11574,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.7136,5021890.166,-75.70056,45.33416,2017-04-08,3:55:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11575,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.7103,5021890.378,-75.70057,45.33416,2017-03-14,6:24:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Industrial Park
11576,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.0448,5021892.172,-75.70057,45.33418,2017-03-09,7:46:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
11577,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.2324,5021892.698,-75.70058,45.33418,2017-12-20,5:38:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
11578,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367458.7104,5021891.504,-75.70057,45.33417,2017-12-15,8:35:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
11579,PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S,367340.8152,5025790.467,-75.70158,45.36927,2017-06-06,3:54:00 PM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carleton Heights - Rideauview
11580,PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S,367339.5392,5025793.816,-75.7016,45.3693,2017-06-08,7:25:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11581,PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S,367339.9481,5025788.908,-75.70159,45.36925,2017-01-23,8:57:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Carleton Heights - Rideauview
11582,PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S,367349.5109,5025776.42,-75.70147,45.36914,2017-04-05,8:49:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Carleton Heights - Rideauview
11583,PRINCE OF WALES DR btwn BARNSDALE RD & JOCKVALE RD,366650.3751,5011653.483,-75.71216,45.24212,2017-06-28,4:24:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,New Barrhaven
11584,PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST,367379.217,5021446.788,-75.70164,45.33018,2017-05-20,4:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11585,PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST,367351.6821,5021336.518,-75.70201,45.32919,2017-07-01,11:45:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Industrial Park
11586,PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST,367351.8713,5021336.046,-75.702,45.32919,2017-07-01,11:24:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Industrial Park
11587,PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST,367348.4507,5021159.269,-75.70207,45.3276,2017-09-24,8:54:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Industrial Park
11588,PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST,367352.3767,5021127.223,-75.70202,45.32731,2017-11-12,12:45:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
11589,PRINCE OF WALES DR btwn BORDEN SIDE RD & NE/OT BOUNDARY,367168.154,5024112.571,-75.704,45.35418,2017-03-10,3:53:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11590,PRINCE OF WALES DR btwn CARSONBY RD W & ORMOND RD,366643.486,5003442.768,-75.71327,45.16824,2017-11-13,5:08:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,01 - Approaching,Manotick - North Gower
11591,PRINCE OF WALES DR btwn COLONNADE RD & STEPHANIE AVE,367441.2428,5023151.102,-75.70063,45.34551,2017-09-01,2:47:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11592,PRINCE OF WALES DR btwn COLONNADE RD & STEPHANIE AVE,367430.4976,5023178.222,-75.70077,45.34575,2017-10-11,4:05:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11593,PRINCE OF WALES DR btwn DEAKIN ST & WATERBEND LANE,367393.4763,5021533.08,-75.70145,45.33095,2017-01-25,4:38:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11594,PRINCE OF WALES DR btwn DYNES RD & 187 N OF MEADOWLANDS DR,367129.9096,5025919.734,-75.70426,45.37045,2017-09-11,3:47:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carleton Heights - Rideauview
11595,PRINCE OF WALES DR btwn DYNES RD & 187 N OF MEADOWLANDS DR,367243.3437,5025880.385,-75.70281,45.37008,2017-02-03,1:54:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Carleton Heights - Rideauview
11596,PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES,367391.0437,5019268.549,-75.70177,45.31058,2017-11-02,7:20:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other,Greenbelt
11597,PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES,367367.9791,5019461.272,-75.70204,45.31232,2017-02-05,10:13:00 PM,05 - Drifting Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Greenbelt
11598,PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES,367487.322,5020156.934,-75.70043,45.31856,2017-02-10,5:20:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,01 - Approaching,Greenbelt
11599,PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES,367393.5834,5019281.605,-75.70173,45.3107,2017-02-23,4:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
11600,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367165.8688,5024034.48,-75.70404,45.35348,2017-05-10,4:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11601,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367163.5983,5023991.032,-75.70407,45.35309,2017-08-17,3:36:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11602,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367163.1815,5023999.831,-75.70408,45.35317,2017-11-06,5:17:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11603,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367161.3704,5023970.605,-75.7041,45.35291,2017-11-20,3:52:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11604,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367163.377,5023994.016,-75.70407,45.35312,2017-12-04,6:21:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,04 - Sideswipe,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11605,PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY,367163.8431,5024003.946,-75.70407,45.35321,2017-02-28,2:53:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
11606,PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD,366843.3864,5026329.778,-75.70786,45.37416,2017-06-17,9:05:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
11607,PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD,366847.4219,5026342.234,-75.70781,45.37428,2017-12-12,3:29:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Civic Hospital - Experimental Farm - Central Park
11608,PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD,366845.9473,5026338.867,-75.70783,45.37424,2017-11-14,3:41:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Civic Hospital - Experimental Farm - Central Park
11609,PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD,366843.3864,5026333.37,-75.70786,45.3742,2017-02-18,9:58:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Civic Hospital - Experimental Farm - Central Park
11610,PRINCE OF WALES DR btwn GREENBANK RD & BARNSDALE RD,366637.0808,5011281.131,-75.71237,45.23878,2017-07-31,4:45:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,New Barrhaven
11611,PRINCE OF WALES DR btwn HARTWELL LOCKS/548 N OF RIDEAUVIEW TER & FAIRC,367101.7978,5026902.798,-75.70449,45.3793,2017-06-29,10:30:00 PM,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,07 - SMV other,Civic Hospital - Experimental Farm - Central Park
11612,PRINCE OF WALES DR btwn HARTWELL LOCKS/548 N OF RIDEAUVIEW TER & FAIRC,367091.8659,5026881.421,-75.70462,45.3791,2017-01-04,8:02:00 PM,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,01 - Approaching,Civic Hospital - Experimental Farm - Central Park
11613,PRINCE OF WALES DR btwn JAMES CRAIG ST & RUSSVERN DR,366511.3332,4999739.648,-75.7154,45.13494,2017-02-02,7:51:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Manotick - North Gower
11614,PRINCE OF WALES DR btwn JOCKVALE RD & MAPLEHILL WAY,366722.9388,5012298.276,-75.71115,45.24792,2017-12-12,8:24:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,New Barrhaven
11615,PRINCE OF WALES DR btwn JOCKVALE RD & MAPLEHILL WAY,366719.7328,5012279.029,-75.7112,45.24775,2017-12-13,5:20:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement,New Barrhaven
11616,PRINCE OF WALES DR btwn LODGE RD & STRANDHERD DR,367131.8012,5014732.913,-75.70564,45.26979,2017-12-15,9:43:00 AM,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenbelt
11617,PRINCE OF WALES DR btwn MAPLEHILL WAY & LODGE RD,366888.8632,5013076.964,-75.70894,45.25491,2017-05-10,7:27:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,New Barrhaven
11618,PRINCE OF WALES DR btwn MARYLAND AVE & DYNES RD,367090.7197,5025933.1,-75.70476,45.37057,2017-08-17,9:22:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Carleton Heights - Rideauview
11619,PRINCE OF WALES DR btwn MEADOWLANDS DR & NESBITT PL,367375.5978,5025665.383,-75.70115,45.36814,2017-11-27,5:31:00 PM,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11620,PRINCE OF WALES DR btwn MELFA CRES & NORMANDY CRES,367418.0549,5025313.682,-75.70066,45.36497,2017-07-05,3:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11621,PRINCE OF WALES DR btwn MELFA CRES & NORMANDY CRES,367411.5779,5025367.706,-75.70073,45.36546,2017-09-19,6:29:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11622,PRINCE OF WALES DR btwn MELFA CRES & NORMANDY CRES,367415.6053,5025326.401,-75.70069,45.36508,2017-02-21,12:20:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Carleton Heights - Rideauview
11623,PRINCE OF WALES DR btwn MERIVALE RD & HOLBORN AVE,367450.8212,5017666.849,-75.70121,45.29616,2017-08-28,5:46:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
11624,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54,366920.7534,5027659.179,-75.70671,45.38612,2017-06-17,4:02:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Civic Hospital - Experimental Farm - Central Park
11625,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54,366923.2457,5027768.391,-75.70666,45.3871,2017-06-09,11:28:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,04 - Sideswipe,Civic Hospital - Experimental Farm - Central Park
11626,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54,366992.2494,5027347.368,-75.70583,45.38331,2017-01-05,8:15:00 AM,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Civic Hospital - Experimental Farm - Central Park
11627,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & NATIONAL CAPITAL,366850.4333,5028131.764,-75.70755,45.39038,2017-08-08,4:28:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Civic Hospital - Experimental Farm - Central Park
11628,PRINCE OF WALES DR btwn NAVY PRIV & PRESTON ST,366848.2787,5028692.448,-75.7075,45.39542,2017-12-06,2:33:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,The Glebe
11629,PRINCE OF WALES DR btwn NORMANDY CRES & FALAISE RD (1),367463.9629,5024887.418,-75.70012,45.36113,2017-10-17,4:36:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11630,PRINCE OF WALES DR btwn NORMANDY CRES & FALAISE RD (1),367473.7499,5024795.484,-75.70001,45.3603,2017-09-12,12:06:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Carleton Heights - Rideauview
11631,PRINCE OF WALES DR btwn NORMANDY CRES & FALAISE RD (2),367436.6881,5025119.428,-75.70044,45.36322,2017-09-21,8:18:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
11632,PRINCE OF WALES DR btwn ORMOND RD & PHELAN RD W,367069.8265,5002267.974,-75.70799,45.15764,2017-12-18,7:13:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Manotick - North Gower
11633,PRINCE OF WALES DR btwn ORMOND RD & PHELAN RD W,367056.9209,5002362.029,-75.70814,45.15848,2017-12-22,3:20:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Manotick - North Gower
11634,PRINCE OF WALES DR btwn ORMOND RD & PHELAN RD W,367061.9691,5002263.709,-75.70809,45.1576,2017-12-18,9:00:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Manotick - North Gower
11635,PRINCE OF WALES DR btwn RIDEAU GLEN DR & FALLOWFIELD RD,367419.2971,5019065.849,-75.70143,45.30875,2017-05-30,1:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
11636,PRINCE OF WALES DR btwn RIDEAU GLEN DR & FALLOWFIELD RD,367437.5798,5018969.31,-75.70121,45.30788,2017-09-07,7:57:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
11637,PRINCE OF WALES DR btwn RIDEAU GLEN DR & FALLOWFIELD RD,367413.4224,5019090.885,-75.7015,45.30898,2017-03-02,10:46:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Greenbelt
11638,PRINCE OF WALES DR btwn RIDEAU GLEN DR & FALLOWFIELD RD,367410.0779,5019110.952,-75.70154,45.30916,2017-03-24,6:45:00 PM,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
11639,PRINCE OF WALES DR btwn RIDEAU GLEN DR & FALLOWFIELD RD,367440.1782,5018965.132,-75.70118,45.30784,2017-03-08,8:40:00 AM,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
11640,PRINCE OF WALES DR btwn RIDEAU SHORE CRT & COLONNADE RD,367388.9402,5023281.61,-75.70128,45.34669,2017-08-26,8:47:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Industrial Park
11641,PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD,367455.5205,5021843.975,-75.70062,45.33375,2017-06-07,1:49:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
11642,PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD,367457.7624,5021878.063,-75.70058,45.33405,2017-09-08,6:49:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end,Industrial Park
11643,PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD,367447.7187,5021798.552,-75.70072,45.33334,2017-12-07,7:08:00 AM,03 - Snow,06 - Ice,10 - No control,04 - At/near private drive,03 - Dawn,03 - P.D. only,05 - Turning movement,Industrial Park
11644,PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD,367446.4026,5021791.325,-75.70074,45.33327,2017-01-02,9:29:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
11645,PRINCE OF WALES DR btwn TURN LANE & WOODROFFE AVE,366783.5454,5013967.031,-75.71017,45.26293,2017-06-06,3:58:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,New Barrhaven
11646,PRINCE OF WALES DR btwn WATERBEND LANE & TURN LANE,367421.1207,5021663.379,-75.70108,45.33212,2017-07-02,5:02:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
11647,PRINCE OF WALES DR btwn WATERBEND LANE & TURN LANE,367431.4142,5021717.271,-75.70094,45.33261,2017-11-22,4:39:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,05 - Turning movement,Industrial Park
